period,odds,score,matchID,odds_home,odds_draw,odds_away,score_home,score_away,home_name,home_short,away_name,away_short
12.09.20 ,5.90 / 4.28 / 1.56,0:3,4089,5.90,4.28,1.56,0,3,Fulham,FUL ,Arsenal,ARS 
12.09.20 ,3.17 / 3.18 / 2.39,1:0,2304,3.17,3.18,2.39,1,0,Crystal Palace,CRY ,Southampton,SOU 
12.09.20 ,1.27 / 6.15 / 10.15,4:3,1396,1.27,6.15,10.15,4,3,Liverpool,LIV ,Leeds United,LEE 
12.09.20 ,2.14 / 3.44 / 3.44,0:2,4090,2.14,3.44,3.44,0,2,West Ham,WHU ,Newcastle,NEW 
13.09.20 ,3.87 / 3.57 / 1.97,0:3,4091,3.87,3.57,1.97,0,3,West Brom,WBA ,Leicester City,LEI 
13.09.20 ,1.88 / 3.56 / 4.25,0:1,4092,1.88,3.56,4.25,0,1,Tottenham,TOT ,Everton,EVE 
14.09.20 ,3.35 / 3.00 / 2.40,0:2,4093,3.35,3.00,2.40,0,2,Sheffield Utd,SHE ,Wolverhampton,WOL 
14.09.20 ,5.10 / 4.12 / 1.64,1:3,4094,5.10,4.12,1.64,1,3,Brighton Hove,BHA ,Chelsea,CHE 
19.09.20 ,1.55 / 4.23 / 5.98,5:2,4095,1.55,4.23,5.98,5,2,Everton,EVE ,West Brom,WBA 
19.09.20 ,1.61 / 4.00 / 5.56,4:3,4096,1.61,4.00,5.56,4,3,Leeds United,LEE ,Fulham,FUL 
19.09.20 ,1.32 / 5.42 / 9.67,1:3,4097,1.32,5.42,9.67,1,3,Man United,MUN ,Crystal Palace,CRY 
19.09.20 ,1.53 / 4.42 / 5.97,2:1,4098,1.53,4.42,5.97,2,1,Arsenal,ARS ,West Ham,WHU 
20.09.20 ,3.00 / 3.31 / 2.41,2:5,4099,3.00,3.31,2.41,2,5,Southampton,SOU ,Tottenham,TOT 
20.09.20 ,2.63 / 3.10 / 2.87,0:3,4100,2.63,3.10,2.87,0,3,Newcastle,NEW ,Brighton Hove,BHA 
20.09.20 ,3.19 / 3.70 / 2.15,0:2,1397,3.19,3.70,2.15,0,2,Chelsea,CHE ,Liverpool,LIV 
20.09.20 ,1.62 / 3.93 / 5.66,4:2,4101,1.62,3.93,5.66,4,2,Leicester City,LEI ,Burnley,BUR 
21.09.20 ,2.46 / 3.16 / 3.15,1:0,4102,2.46,3.16,3.15,1,0,Aston Villa,AST ,Sheffield Utd,SHE 
21.09.20 ,6.89 / 4.50 / 1.48,1:3,4103,6.89,4.50,1.48,1,3,Wolverhampton,WOL ,Man City,MCI 
26.09.20 ,5.23 / 3.96 / 1.66,2:3,4104,5.23,3.96,1.66,2,3,Brighton Hove,BHA ,Man United,MUN 
26.09.20 ,3.76 / 3.36 / 2.08,1:2,4105,3.76,3.36,2.08,1,2,Crystal Palace,CRY ,Everton,EVE 
26.09.20 ,7.86 / 5.00 / 1.39,3:3,4106,7.86,5.00,1.39,3,3,West Brom,WBA ,Chelsea,CHE 
26.09.20 ,3.21 / 3.26 / 2.34,0:1,4107,3.21,3.26,2.34,0,1,Burnley,BUR ,Southampton,SOU 
27.09.20 ,2.73 / 3.33 / 2.63,0:1,4108,2.73,3.33,2.63,0,1,Sheffield Utd,SHE ,Leeds United,LEE 
27.09.20 ,1.46 / 4.55 / 7.06,1:1,4109,1.46,4.55,7.06,1,1,Tottenham,TOT ,Newcastle,NEW 
27.09.20 ,1.31 / 5.79 / 9.34,2:5,4110,1.31,5.79,9.34,2,5,Man City,MCI ,Leicester City,LEI 
27.09.20 ,3.71 / 3.38 / 2.07,4:0,4111,3.71,3.38,2.07,4,0,West Ham,WHU ,Wolverhampton,WOL 
28.09.20 ,2.89 / 3.27 / 2.52,0:3,4112,2.89,3.27,2.52,0,3,Fulham,FUL ,Aston Villa,AST 
28.09.20 ,1.47 / 4.69 / 6.30,3:1,1398,1.47,4.69,6.30,3,1,Liverpool,LIV ,Arsenal,ARS 
03.10.20 ,1.41 / 4.92 / 7.57,4:0,4113,1.41,4.92,7.57,4,0,Chelsea,CHE ,Crystal Palace,CRY 
03.10.20 ,1.82 / 3.68 / 4.52,4:2,4114,1.82,3.68,4.52,4,2,Everton,EVE ,Brighton Hove,BHA 
03.10.20 ,7.07 / 5.39 / 1.39,1:1,4115,7.07,5.39,1.39,1,1,Leeds United,LEE ,Man City,MCI 
03.10.20 ,2.50 / 3.18 / 3.01,3:1,4116,2.50,3.18,3.01,3,1,Newcastle,NEW ,Burnley,BUR 
04.10.20 ,1.78 / 3.79 / 4.51,2:0,4118,1.78,3.79,4.51,2,0,Southampton,SOU ,West Brom,WBA 
04.10.20 ,1.68 / 4.11 / 4.83,0:3,4117,1.68,4.11,4.83,0,3,Leicester City,LEI ,West Ham,WHU 
04.10.20 ,1.55 / 4.12 / 6.26,2:1,4120,1.55,4.12,6.26,2,1,Arsenal,ARS ,Sheffield Utd,SHE 
04.10.20 ,1.51 / 4.09 / 7.14,1:0,4119,1.51,4.09,7.14,1,0,Wolverhampton,WOL ,Fulham,FUL 
04.10.20 ,1.93 / 3.65 / 3.91,1:6,4121,1.93,3.65,3.91,1,6,Man United,MUN ,Tottenham,TOT 
04.10.20 ,7.47 / 4.66 / 1.43,7:2,1399,7.47,4.66,1.43,7,2,Aston Villa,AST ,Liverpool,LIV 
17.10.20 ,3.85 / 3.98 / 1.86,2:2,1400,3.85,3.98,1.86,2,2,Everton,EVE ,Liverpool,LIV 
17.10.20 ,1.50 / 4.63 / 6.08,3:3,4122,1.50,4.63,6.08,3,3,Chelsea,CHE ,Southampton,SOU 
17.10.20 ,1.42 / 5.08 / 6.82,1:0,4123,1.42,5.08,6.82,1,0,Man City,MCI ,Arsenal,ARS 
17.10.20 ,4.93 / 4.13 / 1.66,1:4,4124,4.93,4.13,1.66,1,4,Newcastle,NEW ,Man United,MUN 
18.10.20 ,2.28 / 3.14 / 3.46,1:1,4125,2.28,3.14,3.46,1,1,Sheffield Utd,SHE ,Fulham,FUL 
18.10.20 ,3.10 / 3.18 / 2.45,1:1,4126,3.10,3.18,2.45,1,1,Crystal Palace,CRY ,Brighton Hove,BHA 
18.10.20 ,1.63 / 4.14 / 5.32,3:3,4127,1.63,4.14,5.32,3,3,Tottenham,TOT ,West Ham,WHU 
18.10.20 ,2.37 / 3.55 / 2.93,0:1,4128,2.37,3.55,2.93,0,1,Leicester City,LEI ,Aston Villa,AST 
19.10.20 ,2.57 / 3.25 / 2.87,0:0,4129,2.57,3.25,2.87,0,0,West Brom,WBA ,Burnley,BUR 
19.10.20 ,2.46 / 3.34 / 2.94,0:1,4130,2.46,3.34,2.94,0,1,Leeds United,LEE ,Wolverhampton,WOL 
23.10.20 ,2.30 / 3.50 / 3.04,0:3,4131,2.30,3.50,3.04,0,3,Aston Villa,AST ,Leeds United,LEE 
24.10.20 ,7.40 / 5.20 / 1.39,1:1,4132,7.40,5.20,1.39,1,1,West Ham,WHU ,Man City,MCI 
24.10.20 ,2.84 / 3.17 / 2.64,1:2,4133,2.84,3.17,2.64,1,2,Fulham,FUL ,Crystal Palace,CRY 
24.10.20 ,2.46 / 3.59 / 2.77,0:0,4134,2.46,3.59,2.77,0,0,Man United,MUN ,Chelsea,CHE 
24.10.20 ,1.25 / 6.30 / 11.47,2:1,1402,1.25,6.30,11.47,2,1,Liverpool,LIV ,Sheffield Utd,SHE 
25.10.20 ,2.77 / 3.42 / 2.55,2:0,4135,2.77,3.42,2.55,2,0,Southampton,SOU ,Everton,EVE 
25.10.20 ,1.79 / 3.44 / 5.07,1:1,4136,1.79,3.44,5.07,1,1,Wolverhampton,WOL ,Newcastle,NEW 
25.10.20 ,1.93 / 3.71 / 3.87,0:1,4137,1.93,3.71,3.87,0,1,Arsenal,ARS ,Leicester City,LEI 
26.10.20 ,1.74 / 3.95 / 4.58,1:1,4138,1.74,3.95,4.58,1,1,Brighton Hove,BHA ,West Brom,WBA 
26.10.20 ,5.45 / 4.04 / 1.62,0:1,4139,5.45,4.04,1.62,0,1,Burnley,BUR ,Tottenham,TOT 
30.10.20 ,2.07 / 3.11 / 4.19,2:0,4140,2.07,3.11,4.19,2,0,Wolverhampton,WOL ,Crystal Palace,CRY 
31.10.20 ,10.43 / 6.05 / 1.28,0:1,4141,10.43,6.05,1.28,0,1,Sheffield Utd,SHE ,Man City,MCI 
31.10.20 ,5.59 / 4.24 / 1.59,0:3,4142,5.59,4.24,1.59,0,3,Burnley,BUR ,Chelsea,CHE 
31.10.20 ,1.41 / 5.15 / 6.95,2:1,1405,1.41,5.15,6.95,2,1,Liverpool,LIV ,West Ham,WHU 
01.11.20 ,2.48 / 3.56 / 2.77,3:4,4143,2.48,3.56,2.77,3,4,Aston Villa,AST ,Southampton,SOU 
01.11.20 ,3.56 / 3.47 / 2.10,2:1,4144,3.56,3.47,2.10,2,1,Newcastle,NEW ,Everton,EVE 
01.11.20 ,2.04 / 3.62 / 3.59,0:1,4145,2.04,3.62,3.59,0,1,Man United,MUN ,Arsenal,ARS 
01.11.20 ,1.62 / 4.11 / 5.45,2:1,4146,1.62,4.11,5.45,2,1,Tottenham,TOT ,Brighton Hove,BHA 
02.11.20 ,2.46 / 3.30 / 2.97,2:0,4147,2.46,3.30,2.97,2,0,Fulham,FUL ,West Brom,WBA 
02.11.20 ,2.52 / 3.55 / 2.72,1:4,4148,2.52,3.55,2.72,1,4,Leeds United,LEE ,Leicester City,LEI 
06.11.20 ,1.95 / 3.38 / 4.23,0:0,4149,1.95,3.38,4.23,0,0,Brighton Hove,BHA ,Burnley,BUR 
06.11.20 ,2.16 / 3.43 / 3.44,2:0,4150,2.16,3.43,3.44,2,0,Southampton,SOU ,Newcastle,NEW 
07.11.20 ,3.18 / 3.58 / 2.22,1:3,4151,3.18,3.58,2.22,1,3,Everton,EVE ,Man United,MUN 
07.11.20 ,2.83 / 3.41 / 2.50,4:1,4152,2.83,3.41,2.50,4,1,Crystal Palace,CRY ,Leeds United,LEE 
07.11.20 ,1.37 / 4.95 / 8.64,4:1,4153,1.37,4.95,8.64,4,1,Chelsea,CHE ,Sheffield Utd,SHE 
07.11.20 ,1.85 / 3.77 / 4.19,1:0,4154,1.85,3.77,4.19,1,0,West Ham,WHU ,Fulham,FUL 
08.11.20 ,6.46 / 4.60 / 1.49,0:1,4155,6.46,4.60,1.49,0,1,West Brom,WBA ,Tottenham,TOT 
08.11.20 ,2.35 / 3.13 / 3.33,1:0,4156,2.35,3.13,3.33,1,0,Leicester City,LEI ,Wolverhampton,WOL 
08.11.20 ,1.91 / 4.12 / 3.62,1:1,1407,1.91,4.12,3.62,1,1,Man City,MCI ,Liverpool,LIV 
08.11.20 ,1.65 / 4.32 / 4.87,0:3,4157,1.65,4.32,4.87,0,3,Arsenal,ARS ,Aston Villa,AST 
21.11.20 ,7.08 / 4.73 / 1.44,0:2,4158,7.08,4.73,1.44,0,2,Newcastle,NEW ,Chelsea,CHE 
21.11.20 ,2.28 / 3.52 / 3.10,1:2,4159,2.28,3.52,3.10,1,2,Aston Villa,AST ,Brighton Hove,BHA 
21.11.20 ,4.12 / 4.08 / 1.80,2:0,4160,4.12,4.08,1.80,2,0,Tottenham,TOT ,Man City,MCI 
21.11.20 ,1.32 / 5.64 / 9.14,1:0,4161,1.32,5.64,9.14,1,0,Man United,MUN ,West Brom,WBA 
22.11.20 ,4.20 / 3.78 / 1.84,2:3,4162,4.20,3.78,1.84,2,3,Fulham,FUL ,Everton,EVE 
22.11.20 ,3.10 / 3.19 / 2.44,0:1,4163,3.10,3.19,2.44,0,1,Sheffield Utd,SHE ,West Ham,WHU 
22.11.20 ,3.46 / 3.76 / 2.03,0:0,4164,3.46,3.76,2.03,0,0,Leeds United,LEE ,Arsenal,ARS 
22.11.20 ,1.77 / 4.03 / 4.31,3:0,1408,1.77,4.03,4.31,3,0,Liverpool,LIV ,Leicester City,LEI 
23.11.20 ,2.64 / 3.09 / 2.90,1:0,4165,2.64,3.09,2.90,1,0,Burnley,BUR ,Crystal Palace,CRY 
23.11.20 ,2.34 / 3.19 / 3.29,1:1,4166,2.34,3.19,3.29,1,1,Wolverhampton,WOL ,Southampton,SOU 
27.11.20 ,2.27 / 3.18 / 3.40,0:2,4167,2.27,3.18,3.40,0,2,Crystal Palace,CRY ,Newcastle,NEW 
28.11.20 ,4.82 / 4.18 / 1.67,1:1,1410,4.82,4.18,1.67,1,1,Brighton Hove,BHA ,Liverpool,LIV 
28.11.20 ,1.12 / 9.88 / 20.18,5:0,4168,1.12,9.88,20.18,5,0,Man City,MCI ,Burnley,BUR 
28.11.20 ,2.29 / 3.62 / 3.01,0:1,4169,2.29,3.62,3.01,0,1,Everton,EVE ,Leeds United,LEE 
28.11.20 ,2.63 / 3.12 / 2.89,1:0,4170,2.63,3.12,2.89,1,0,West Brom,WBA ,Sheffield Utd,SHE 
29.11.20 ,3.81 / 3.70 / 1.95,2:3,4171,3.81,3.70,1.95,2,3,Southampton,SOU ,Man United,MUN 
29.11.20 ,2.01 / 3.64 / 3.68,0:0,4172,2.01,3.64,3.68,0,0,Chelsea,CHE ,Tottenham,TOT 
29.11.20 ,2.09 / 3.27 / 3.85,1:2,4173,2.09,3.27,3.85,1,2,Arsenal,ARS ,Wolverhampton,WOL 
30.11.20 ,1.62 / 4.08 / 5.48,1:2,4174,1.62,4.08,5.48,1,2,Leicester City,LEI ,Fulham,FUL 
30.11.20 ,2.33 / 3.49 / 3.02,2:1,4175,2.33,3.49,3.02,2,1,West Ham,WHU ,Aston Villa,AST 
05.12.20 ,3.73 / 3.50 / 2.04,1:1,4176,3.73,3.50,2.04,1,1,Burnley,BUR ,Everton,EVE 
05.12.20 ,1.11 / 10.16 / 20.80,2:0,4177,1.11,10.16,20.80,2,0,Man City,MCI ,Fulham,FUL 
05.12.20 ,3.37 / 3.47 / 2.17,1:3,4178,3.37,3.47,2.17,1,3,West Ham,WHU ,Man United,MUN 
05.12.20 ,1.46 / 4.91 / 6.23,3:1,4179,1.46,4.91,6.23,3,1,Chelsea,CHE ,Leeds United,LEE 
06.12.20 ,3.01 / 3.27 / 2.46,1:5,4180,3.01,3.27,2.46,1,5,West Brom,WBA ,Crystal Palace,CRY 
06.12.20 ,4.06 / 3.50 / 1.95,1:2,4181,4.06,3.50,1.95,1,2,Sheffield Utd,SHE ,Leicester City,LEI 
06.12.20 ,2.17 / 3.47 / 3.37,2:0,4182,2.17,3.47,3.37,2,0,Tottenham,TOT ,Arsenal,ARS 
06.12.20 ,1.58 / 4.31 / 5.54,4:0,1412,1.58,4.31,5.54,4,0,Liverpool,LIV ,Wolverhampton,WOL 
07.12.20 ,2.54 / 3.38 / 2.81,1:2,4183,2.54,3.38,2.81,1,2,Brighton Hove,BHA ,Southampton,SOU 
11.12.20 ,2.13 / 3.70 / 3.25,1:2,4184,2.13,3.70,3.25,1,2,Leeds United,LEE ,West Ham,WHU 
12.12.20 ,2.28 / 3.30 / 3.26,0:1,4185,2.28,3.30,3.26,0,1,Wolverhampton,WOL ,Aston Villa,AST 
12.12.20 ,2.25 / 3.31 / 3.34,2:1,4186,2.25,3.31,3.34,2,1,Newcastle,NEW ,West Brom,WBA 
12.12.20 ,4.28 / 3.97 / 1.79,0:0,4187,4.28,3.97,1.79,0,0,Man United,MUN ,Man City,MCI 
12.12.20 ,4.16 / 3.99 / 1.79,1:0,4188,4.16,3.99,1.79,1,0,Everton,EVE ,Chelsea,CHE 
13.12.20 ,1.75 / 3.78 / 4.80,3:0,4189,1.75,3.78,4.80,3,0,Southampton,SOU ,Sheffield Utd,SHE 
13.12.20 ,4.77 / 3.82 / 1.74,1:1,4190,4.77,3.82,1.74,1,1,Crystal Palace,CRY ,Tottenham,TOT 
13.12.20 ,8.69 / 5.68 / 1.32,1:1,1414,8.69,5.68,1.32,1,1,Fulham,FUL ,Liverpool,LIV 
13.12.20 ,2.03 / 3.43 / 3.76,3:0,4191,2.03,3.43,3.76,3,0,Leicester City,LEI ,Brighton Hove,BHA 
13.12.20 ,1.56 / 4.13 / 6.11,0:1,4192,1.56,4.13,6.11,0,1,Arsenal,ARS ,Burnley,BUR 
15.12.20 ,4.68 / 3.67 / 1.76,2:1,4193,4.68,3.67,1.76,2,1,Wolverhampton,WOL ,Chelsea,CHE 
15.12.20 ,1.11 / 9.76 / 23.60,1:1,4194,1.11,9.76,23.60,1,1,Man City,MCI ,West Brom,WBA 
16.12.20 ,2.21 / 3.54 / 3.14,0:2,4196,2.21,3.54,3.14,0,2,Leicester City,LEI ,Everton,EVE 
16.12.20 ,1.75 / 3.87 / 4.64,5:2,4197,1.75,3.87,4.64,5,2,Leeds United,LEE ,Newcastle,NEW 
16.12.20 ,1.96 / 3.61 / 3.74,1:1,4195,1.96,3.61,3.74,1,1,Arsenal,ARS ,Southampton,SOU 
16.12.20 ,3.16 / 3.25 / 2.33,0:0,4198,3.16,3.25,2.33,0,0,Fulham,FUL ,Brighton Hove,BHA 
16.12.20 ,1.68 / 4.09 / 4.67,2:1,1415,1.68,4.09,4.67,2,1,Liverpool,LIV ,Tottenham,TOT 
16.12.20 ,2.06 / 3.37 / 3.68,1:1,4199,2.06,3.37,3.68,1,1,West Ham,WHU ,Crystal Palace,CRY 
17.12.20 ,1.73 / 3.90 / 4.58,0:0,4200,1.73,3.90,4.58,0,0,Aston Villa,AST ,Burnley,BUR 
17.12.20 ,5.20 / 3.87 / 1.66,2:3,4201,5.20,3.87,1.66,2,3,Sheffield Utd,SHE ,Man United,MUN 
19.12.20 ,6.47 / 4.59 / 1.48,0:7,1416,6.47,4.59,1.48,0,7,Crystal Palace,CRY ,Liverpool,LIV 
19.12.20 ,6.67 / 4.85 / 1.44,0:1,4202,6.67,4.85,1.44,0,1,Southampton,SOU ,Man City,MCI 
19.12.20 ,2.53 / 3.47 / 2.75,2:1,4203,2.53,3.47,2.75,2,1,Everton,EVE ,Arsenal,ARS 
19.12.20 ,2.33 / 3.25 / 3.26,1:1,4204,2.33,3.25,3.26,1,1,Newcastle,NEW ,Fulham,FUL 
20.12.20 ,1.80 / 3.57 / 4.74,1:1,4205,1.80,3.57,4.74,1,1,Brighton Hove,BHA ,Sheffield Utd,SHE 
20.12.20 ,2.07 / 3.65 / 3.49,0:2,4206,2.07,3.65,3.49,0,2,Tottenham,TOT ,Leicester City,LEI 
20.12.20 ,1.62 / 4.37 / 5.05,6:2,4207,1.62,4.37,5.05,6,2,Man United,MUN ,Leeds United,LEE 
20.12.20 ,3.72 / 3.79 / 1.95,0:3,4208,3.72,3.79,1.95,0,3,West Brom,WBA ,Aston Villa,AST 
21.12.20 ,3.62 / 3.10 / 2.23,2:1,4209,3.62,3.10,2.23,2,1,Burnley,BUR ,Wolverhampton,WOL 
21.12.20 ,1.44 / 4.83 / 6.71,3:0,4210,1.44,4.83,6.71,3,0,Chelsea,CHE ,West Ham,WHU 
26.12.20 ,2.96 / 3.60 / 2.28,2:2,2290,2.96,3.60,2.28,2,2,Leicester City,LEI ,Man United,MUN 
26.12.20 ,2.03 / 3.55 / 3.59,3:0,4212,2.03,3.55,3.59,3,0,Aston Villa,AST ,Crystal Palace,CRY 
26.12.20 ,3.18 / 3.43 / 2.23,0:0,4211,3.18,3.43,2.23,0,0,Fulham,FUL ,Southampton,SOU 
26.12.20 ,3.70 / 3.55 / 1.98,3:1,2319,3.70,3.55,1.98,3,1,Arsenal,ARS ,Chelsea,CHE 
26.12.20 ,1.13 / 8.74 / 18.95,2:0,4213,1.13,8.74,18.95,2,0,Man City,MCI ,Newcastle,NEW 
26.12.20 ,4.10 / 3.58 / 1.88,0:1,4214,4.10,3.58,1.88,0,1,Sheffield Utd,SHE ,Everton,EVE 
27.12.20 ,1.68 / 4.04 / 4.67,1:0,4215,1.68,4.04,4.67,1,0,Leeds United,LEE ,Burnley,BUR 
27.12.20 ,2.33 / 3.36 / 3.06,2:2,4216,2.33,3.36,3.06,2,2,West Ham,WHU ,Brighton Hove,BHA 
27.12.20 ,1.17 / 7.48 / 16.17,1:1,1417,1.17,7.48,16.17,1,1,Liverpool,LIV ,West Brom,WBA 
27.12.20 ,3.50 / 3.34 / 2.13,1:1,4217,3.50,3.34,2.13,1,1,Wolverhampton,WOL ,Tottenham,TOT 
28.12.20 ,3.54 / 3.55 / 2.06,1:1,4218,3.54,3.55,2.06,1,1,Crystal Palace,CRY ,Leicester City,LEI 
28.12.20 ,1.47 / 4.76 / 6.19,1:1,4219,1.47,4.76,6.19,1,1,Chelsea,CHE ,Aston Villa,AST 
29.12.20 ,3.00 / 3.30 / 2.41,0:1,4223,3.00,3.30,2.41,0,1,Brighton Hove,BHA ,Arsenal,ARS 
29.12.20 ,2.15 / 3.55 / 3.29,0:0,4222,2.15,3.55,3.29,0,0,Southampton,SOU ,West Ham,WHU 
29.12.20 ,2.23 / 3.12 / 3.52,1:0,4221,2.23,3.12,3.52,1,0,Burnley,BUR ,Sheffield Utd,SHE 
29.12.20 ,3.58 / 3.76 / 1.98,0:5,4220,3.58,3.76,1.98,0,5,West Brom,WBA ,Leeds United,LEE 
29.12.20 ,1.67 / 3.85 / 5.25,1:0,4224,1.67,3.85,5.25,1,0,Man United,MUN ,Wolverhampton,WOL 
30.12.20 ,7.65 / 5.07 / 1.38,0:0,1418,7.65,5.07,1.38,0,0,Newcastle,NEW ,Liverpool,LIV 
01.01.21 ,2.08 / 3.52 / 3.48,0:1,4225,2.08,3.52,3.48,0,1,Everton,EVE ,West Ham,WHU 
01.01.21 ,1.73 / 4.05 / 4.43,2:1,2261,1.73,4.05,4.43,2,1,Man United,MUN ,Aston Villa,AST 
02.01.21 ,1.67 / 4.23 / 4.60,3:0,4226,1.67,4.23,4.60,3,0,Tottenham,TOT ,Leeds United,LEE 
02.01.21 ,2.04 / 3.43 / 3.72,2:0,4227,2.04,3.43,3.72,2,0,Crystal Palace,CRY ,Sheffield Utd,SHE 
02.01.21 ,2.47 / 3.26 / 2.94,3:3,4228,2.47,3.26,2.94,3,3,Brighton Hove,BHA ,Wolverhampton,WOL 
02.01.21 ,5.34 / 4.06 / 1.62,0:4,4229,5.34,4.06,1.62,0,4,West Brom,WBA ,Arsenal,ARS 
03.01.21 ,5.03 / 3.94 / 1.67,1:2,4230,5.03,3.94,1.67,1,2,Newcastle,NEW ,Leicester City,LEI 
03.01.21 ,3.31 / 3.67 / 2.10,1:3,1922,3.31,3.67,2.10,1,3,Chelsea,CHE ,Man City,MCI 
04.01.21 ,4.46 / 4.25 / 1.70,1:0,1419,4.46,4.25,1.70,1,0,Southampton,SOU ,Liverpool,LIV 
12.01.21 ,2.65 / 3.31 / 2.70,1:0,4231,2.65,3.31,2.70,1,0,Sheffield Utd,SHE ,Newcastle,NEW 
12.01.21 ,2.65 / 3.46 / 2.61,1:2,4232,2.65,3.46,2.61,1,2,Wolverhampton,WOL ,Everton,EVE 
12.01.21 ,5.87 / 4.21 / 1.55,0:1,4233,5.87,4.21,1.55,0,1,Burnley,BUR ,Man United,MUN 
13.01.21 ,1.18 / 7.35 / 16.57,1:0,4234,1.18,7.35,16.57,1,0,Man City,MCI ,Brighton Hove,BHA 
13.01.21 ,1.46 / 4.52 / 6.84,1:1,4235,1.46,4.52,6.84,1,1,Tottenham,TOT ,Fulham,FUL 
14.01.21 ,1.55 / 4.15 / 6.19,0:0,4236,1.55,4.15,6.19,0,0,Arsenal,ARS ,Crystal Palace,CRY 
16.01.21 ,1.45 / 4.26 / 7.85,2:3,1353,1.45,4.26,7.85,2,3,Wolverhampton,WOL ,West Brom,WBA 
16.01.21 ,2.09 / 3.38 / 3.61,1:0,1358,2.09,3.38,3.61,1,0,West Ham,WHU ,Burnley,BUR 
16.01.21 ,1.98 / 3.86 / 3.47,0:1,4237,1.98,3.86,3.47,0,1,Leeds United,LEE ,Brighton Hove,BHA 
16.01.21 ,6.19 / 4.15 / 1.55,0:1,4238,6.19,4.15,1.55,0,1,Fulham,FUL ,Chelsea,CHE 
16.01.21 ,2.09 / 3.54 / 3.47,2:0,4239,2.09,3.54,3.47,2,0,Leicester City,LEI ,Southampton,SOU 
17.01.21 ,5.07 / 3.83 / 1.68,1:3,1199,5.07,3.83,1.68,1,3,Sheffield Utd,SHE ,Tottenham,TOT 
17.01.21 ,1.97 / 3.66 / 3.71,0:0,1421,1.97,3.66,3.71,0,0,Liverpool,LIV ,Man United,MUN 
17.01.21 ,1.20 / 7.09 / 13.74,4:0,933,1.20,7.09,13.74,4,0,Man City,MCI ,Crystal Palace,CRY 
18.01.21 ,1.49 / 4.42 / 6.48,3:0,1079,1.49,4.42,6.48,3,0,Arsenal,ARS ,Newcastle,NEW 
19.01.21 ,1.56 / 4.08 / 5.89,2:1,4240,1.56,4.08,5.89,2,1,West Ham,WHU ,West Brom,WBA 
19.01.21 ,2.96 / 3.45 / 2.33,2:0,4241,2.96,3.45,2.33,2,0,Leicester City,LEI ,Chelsea,CHE 
20.01.21 ,1.19 / 7.70 / 13.38,2:0,4242,1.19,7.70,13.38,2,0,Man City,MCI ,Aston Villa,AST 
20.01.21 ,6.23 / 4.37 / 1.52,1:2,4243,6.23,4.37,1.52,1,2,Fulham,FUL ,Man United,MUN 
21.01.21 ,1.19 / 6.97 / 14.66,0:1,1422,1.19,6.97,14.66,0,1,Liverpool,LIV ,Burnley,BUR 
23.01.21 ,1.50 / 4.59 / 6.25,2:0,4244,1.50,4.59,6.25,2,0,Aston Villa,AST ,Newcastle,NEW 
26.01.21 ,3.40 / 3.73 / 2.03,1:2,4245,3.40,3.73,2.03,1,2,Newcastle,NEW ,Leeds United,LEE 
26.01.21 ,2.92 / 3.35 / 2.41,2:3,4246,2.92,3.35,2.41,2,3,Crystal Palace,CRY ,West Ham,WHU 
26.01.21 ,2.97 / 3.35 / 2.37,1:3,4248,2.97,3.35,2.37,1,3,Southampton,SOU ,Arsenal,ARS 
26.01.21 ,15.47 / 7.24 / 1.17,0:5,4247,15.47,7.24,1.17,0,5,West Brom,WBA ,Man City,MCI 
